Place_Id,Place_Name,Latitude,Longitude,City_Id,Place_Address,Category_Id,Subcategory_Id,Visits,Created_At,Updated_At
1,대구국제공항,,,27,대구 동구 공항로 221-0,1001,10001,288848,,
2,동대구역,,,27,대구 동구 동대구로 550-0,1001,10001,152688,,
3,서대구역,,,27,대구 서구 와룡로 527,1001,10001,25758,,
4,동대구터미널,,,27,대구 동구 동부로 149-0,1001,10001,18739,,
5,북부시외버스터미널,,,27,대구 서구 서대구로 295-0,1001,10001,12723,,
6,서대구고속버스터미널,,,27,대구 북구 팔달로 103-0,1001,10001,5763,,
7,대구역,,,27,대구 북구 태평로 161-0,1001,10001,5322,,
8,현풍시외버스공동정류장,,,27,대구 달성군 현풍중앙로 119-0,1001,10001,1662,,
9,팔공산케이블카,,,27,대구 동구 팔공산로185길 51-0,1001,10002,94684,,
10,앞산케이블카,,,27,대구 남구 앞산순환로 574-114,1001,10002,21421,,
11,사문진주막촌,,,27,대구 달성군 사문진로1길 40-20,1001,10002,21208,,
12,청라언덕,,,27,대구 중구 달구벌대로 2029-0,1001,10002,5837,,
13,논공꽃단지,,,27,대구광역시 달성군 논공읍 남리 471-6,1001,10002,4872,,
14,달창지벚꽃길,,,27,대구 달성군 달창로26길 0-0,1001,10002,4226,,
15,아양기찻길,,,27,대구광역시 동구 신암동 1518,1001,10002,4213,,
16,이팝나무군락지,,,27,대구 달성군 옥포읍 교항리 958,1001,10002,2492,,
17,옥포용연사벚꽃길,,,27,대구 달성군 옥포읍 옥포로 13,1001,10002,1902,,
18,안심습지,,,27,대구 동구 대림동 502-11,1001,10002,1204,,
19,강정고령보자전거길인증센터,,,27,대구 달성군 강정본길 57-0,1001,10002,1169,,
20,옥연지송해공원출렁다리,,,27,대구 달성군 옥포읍 기세리 306,1001,10002,1103,,
21,나비생태원,,,27,대구 동구 팔공로50길 66-0,1001,10002,945,,
22,근대문화골목,,,27,대구 중구 남성로 50-0,1001,10002,846,,
23,안심창조밸리연꽃단지,,,27,대구 동구 대림동 378-1,1001,10002,845,,
24,이웃집수달,,,27,대구 중구 명덕로 99-0,1002,10004,2614,,
25,송해둘레길A코스,,,27,대구 달성군 옥포읍 기세리 969-67,1002,10004,1350,,
26,달성보인증센터,,,27,대구 달성군 논공읍 비슬로 1193,1002,10004,980,,
27,송해둘레길B코스,,,27,대구 달성군 옥포읍 기세리 969-67,1002,10004,656,,
28,대평유료낚시터,,,27,대구 달성군 하빈로 832-0,1002,10005,2402,,
29,동화낚시터,,,27,대구 북구 동변로24길 106-0,1002,10005,1053,,
30,도채유료낚시터,,,27,대구 달성군 묘동3길 122-60,1002,10005,974,,
31,약산낚시터,,,27,대구 달성군 약산덧재길 154-0,1002,10005,965,,
32,무태낚시터,,,27,대구 북구 동변로24길 180-0,1002,10005,698,,
33,무열대체력단련장,,,27,대구 수성구 무열로 56-0,1002,10006,46321,,
34,팔공CC,,,27,대구 동구 팔공산로237길 186-0,1002,10006,27179,,
35,대구체력단련장,,,27,대구 동구 둔산동 936-2,1002,10006,25203,,
36,대구국제사격장,,,27,대구 북구 문주길 170-0,1002,10006,21889,,
37,냉천CC,,,27,대구 달성군 가창로 1037-9,1002,10006,18741,,
38,대구실내빙상장,,,27,대구 북구 고성로 191-0,1002,10006,14529,,
39,달서구청소년수련관,,,27,대구 달서구 상화로 420-0,1002,10006,11203,,
40,렛츠런CCC대구지점,,,27,대구 달성군 가창로175길 6-0,1002,10006,10875,,
41,두류공원인라인스케이트장,,,27,대구 달서구 공원순환로 216-0,1002,10006,8838,,
42,대덕승마장,,,27,대구 달서구 앞산순환로 206-0,1002,10006,8805,,
43,만촌자전거경기장,,,27,대구 수성구 팔현길 241-0,1002,10006,5811,,
44,대구수성구청소년수련관,,,27,대구 수성구 청수로45길 100-0,1002,10006,5616,,
45,서재파크골프장,,,27,대구 달성군 다사읍 다사로 822,1002,10006,4500,,
46,파크골프현풍원오교구장,,,27,대구광역시 달성군 현풍읍 원교리 884-4,1002,10006,4178,,
47,만촌실내롤러스케이트장,,,27,대구 수성구 팔현길 241-0,1002,10006,4151,,
48,대구아이스파크,,,27,대구 동구 입석로1길 69-4,1002,10006,3881,,
49,대구교육낙동강수련원,,,27,대구 달성군 구지서로 131-0,1002,10006,3222,,
50,수림지파크골프장,,,27,대구 달서구 달서대로 241-13,1002,10006,3165,,
51,수성실내아이스링크장,,,27,대구 수성구 용학로 35-5,1002,10006,3003,,
52,대구교육팔공산수련원,,,27,대구 동구 용천로 538-0,1002,10006,2651,,
53,다사파크골프장,,,27,대구 달성군 다사읍 매곡리 344-3,1002,10006,1599,,
54,이월드83타워아이스링크,,,27,대구 달서구 두류공원로 200-0,1002,10006,1562,,
55,놀고롤러스케이트장,,,27,대구 달서구 장기로 242-0,1002,10006,1436,,
56,달구벌승마공원,,,27,대구 달성군 명곡로 118-0,1002,10006,1379,,
57,비슬승마체험장,,,27,대구 달성군 비슬로468길 43-0,1002,10006,1333,,
58,대구체육공원암벽등반장,,,27,대구 수성구 유니버시아드로 180-0,1002,10006,1300,,
59,팔현파크골프장,,,27,대구 수성구 고모동 20-3,1002,10006,963,,
60,동아롤러파크,,,27,대구 수성구 지범로 59-0,1002,10006,895,,
61,강창파크골프장,,,27,대구 달성군 다사읍 매곡리 91,1002,10006,894,,
62,수성구청소년수련원,,,27,대구 수성구 진밭길 409-0,1002,10006,829,,
63,롯데시네마프리미엄만경,,,27,대구 중구 국채보상로 547-0,1003,10007,56933,,
64,씨네80자동차극장,,,27,대구 동구 팔공산로 1184-0,1003,10007,53038,,
65,CGV대구스타디움,,,27,대구 수성구 유니버시아드로 140-0,1003,10007,37921,,
66,CGV대구월성,,,27,대구 달서구 조암로 29-0,1003,10007,34079,,
67,CGV대구한일,,,27,대구 중구 동성로 39-0,1003,10007,32183,,
68,코오롱야외음악당,,,27,대구 달서구 야외음악당로 180-0,1003,10007,30598,,
69,롯데시네마성서,,,27,대구 달서구 성서로 414-0,1003,10007,30448,,
70,메가박스대구이시아,,,27,대구 동구 팔공로49길 51-0,1003,10007,27115,,
71,대구콘서트하우스,,,27,대구 중구 태평로 141-0,1003,10007,26314,,
72,롯데시네마프리미엄칠곡,,,27,대구 북구 학정로 422-0,1003,10007,25375,,
73,계명아트센터,,,27,대구 달서구 달구벌대로 1095-0,1003,10007,20643,,
74,롯데시네마상인,,,27,대구 달서구 월곡로 247-0,1003,10007,20393,,
75,수성아트피아휴관중(2022년11월01일개관예정),,,27,대구 수성구 무학로 180-0,1003,10007,19701,,
76,CGV연경,,,27,대구 북구 동화천로 290-0,1003,10007,19611,,
77,롯데시네마대구현풍,,,27,대구 달성군 테크노상업로 62-0,1003,10007,17960,,
78,롯데시네마대구광장,,,27,대구 서구 달구벌대로 1691-0,1003,10007,17936,,
79,롯데시네마율하,,,27,대구 동구 안심로 80-0,1003,10007,15144,,
80,대덕문화전당,,,27,대구 남구 앞산순환로 478-0,1003,10007,14573,,
81,CGV대구이시아,,,27,대구 동구 팔공로49길 16-0,1003,10007,10450,,
82,롯데시네마동성로,,,27,대구 중구 동성로2길 95-0,1003,10007,9740,,
83,CGV대구칠곡,,,27,대구 북구 동암로 90-0,1003,10007,7090,,
84,메가박스대구,,,27,대구 북구 침산로 93-0,1003,10007,6828,,
85,대구문화예술회관공연관,,,27,대구 달서구 공원순환로 201-0,1003,10007,5861,,
86,메가박스대구신세계,,,27,대구 동구 동부로 149-0,1003,10007,5601,,
87,메가박스북대구,,,27,대구 북구 동암로 100-0,1003,10007,4888,,
88,공간울림,,,27,대구 수성구 범안로64길 18-9,1003,10007,4166,,
89,CGV대구수성,,,27,대구 수성구 지범로 191-0,1003,10007,3895,,
90,패션디자인개발지원센터,,,27,대구 북구 유통단지로14길 17-0,1003,10007,3755,,
91,CGV대구아카데미,,,27,대구 중구 중앙대로 412-0,1003,10007,3101,,
92,한영아트센터,,,27,대구 수성구 달구벌대로 2327-0,1003,10007,2667,,
93,CGV대구현대,,,27,대구 중구 달구벌대로 2077-0,1003,10007,2617,,
94,씨네큐대구이시아점,,,27,대구 동구 팔공로49길 16-0,1003,10007,2460,,
95,대구공연예술연습공간,,,27,대구 남구 명덕로 42-0,1003,10007,1976,,
96,대구학생문화센터대공연장,,,27,대구 달서구 용산로 181-0,1003,10007,1661,,
97,여우별아트홀,,,27,대구 중구 동성로3길 35-0,1003,10007,1643,,
98,대구음악창작소,,,27,대구 남구 중앙대로45길 53-0,1003,10007,1465,,
99,호텔인터불고 엑스코그랜드볼룸,,,27,대구 북구 유통단지로 80-0,1003,10007,931,,
100,베리어스,,,27,대구 수성구 달구벌대로 2881-0,1003,10007,865,,
101,한울림소극장,,,27,대구 남구 계명중앙1길 35-1,1003,10007,830,,
102,EXCO오디토리움,,,27,대구 북구 엑스코로 10-0,1003,10007,723,,
103,소담아트홀,,,27,대구 수성구 청수로38길 56-0,1003,10007,717,,
104,아양아트센터,,,27,대구 동구 효동로2길 24-0,1003,10008,38714,,
105,MRNW,,,27,대구 북구 호국로 300-22,1003,10008,15565,,
106,네이처파크미라클크리스마스,,,27,대구 달성군 가창로 891-0,1003,10008,9420,,
107,비슬산참꽃문화제,,,27,대구 달성군 일연선사길 99-0,1003,10008,3417,,
108,호텔 인터불고 대구카지노,,,27,대구 수성구 팔현길 212-0,1003,10008,2889,,
109,이월드별빛벚꽃축제,,,27,대구 달서구 두류공원로 200-0,1003,10008,2021,,
110,수성못페스티벌,,,27,대구광역시 수성구 두산동 606,1003,10008,1968,,
111,대구수목원국화전시회,,,27,대구 달서구 화암로 342-0,1003,10008,1844,,
112,향촌문화관,,,27,대구 중구 중앙대로 449-0,1003,10008,1844,,
113,대구학생예술창작터,,,27,대구 서구 서대구로45길 22-0,1003,10008,1777,,
114,노사평화의 전당,,,27,대구 달성군 국가산단대로52길 6-0,1003,10008,1402,,
115,고모역복합문화공간,,,27,대구 수성구 고모로 208,1003,10008,1259,,
116,대구콘텐츠코리아랩,,,27,대구 동구 동대구로 471-0,1003,10008,1193,,
117,달서목재문화관,,,27,대구 달서구 앞산순환로 248-0,1003,10008,1008,,
118,대구꽃박람회,,,27,대구 북구 엑스코로 10-0,1003,10008,881,,
119,대구꽃박람회,,,27,대구 북구 유통단지로 110-0,1003,10008,751,,
120,가창카페 아트도서관,,,27,대구 달성군 우록길 131-0,1003,10008,718,,
121,옥연지송해공원,,,27,대구 달성군 옥포읍 기세리 306,1003,10010,195766,,
122,두류공원,,,27,대구 달서구 두류공원로 161-0,1003,10010,90001,,
123,228기념중앙공원,,,27,대구 중구 동성로2길 80-0,1003,10010,84289,,
124,월광수변공원,,,27,대구 달서구 월곡로 5-0,1003,10010,76746,,
125,달성공원,,,27,대구 중구 달성공원로 35-0,1003,10010,66151,,
126,봉무공원,,,27,대구 동구 봉무동 산135-2,1003,10010,39957,,
127,공룡공원,,,27,대구 남구 용두2길 43,1003,10010,25900,,
128,경상감영공원,,,27,대구 중구 경상감영길 99-0,1003,10010,24805,,
129,망우공원,,,27,대구 동구 효목동 산234-38,1003,10010,24213,,
130,운암지수변공원,,,27,대구 북구 구암동 349,1003,10010,18955,,
131,동대구역광장,,,27,대구 동구 동대구로 550-0,1003,10010,16938,,
132,이곡장미공원,,,27,대구 달서구 이곡동 1306-6,1003,10010,16181,,
133,수성패밀리파크,,,27,대구 수성구 팔현길 88-46,1003,10010,14202,,
134,율하체육공원,,,27,대구 동구 금호강변로 278-0,1003,10010,12982,,
135,강변축구장,,,27,대구 북구 조야로2길 113-30,1003,10010,12340,,
136,국채보상운동기념공원,,,27,대구 중구 국채보상로 670-0,1003,10010,12322,,
137,가창체육공원,,,27,대구 달성군 가창로 604-0,1003,10010,11863,,
